"id,message,@version,@timestamp"
"3y51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.313Z"
"4C51c38BQ2yDyGVTnYjI,kernel,1,2022-03-10T10:52:41.313Z"
"4S51c38BQ2yDyGVTnYjI,kernel Extensions device dblo,1,2022-03-10T10:52:41.313Z"
"4i51c38BQ2yDyGVTnYjI,kernel tunneling driver,1,2022-03-10T10:52:41.313Z"
"4y51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.350Z"
"5C51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.350Z"
"5S51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.354Z"
"5i51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.354Z"
"5y51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.363Z"
"6C51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.363Z"
"6S51c38BQ2yDyGVTnYjI,rc Starting hpoj succeeded,1,2022-03-10T10:52:41.364Z"
"6i51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"6y51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"7C51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"7S51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"7i51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"7y51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"8C51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"8S51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"8i51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"8y51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"9C51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"9S51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"9i51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"9y51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"-C51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"-S51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"-i51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"-y51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"_C51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"_S51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"_i51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"_y51c38BQ2yDyGVTnYjI,kernel audit,1,2022-03-10T10:52:41.484Z"
"AC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.484Z"
"AS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.484Z"
"Ai51c38BQ2yDyGVTnYnI,kernel USB Universal Host Controller Interface driver v,1,2022-03-10T10:52:41.484Z"
"Ay51c38BQ2yDyGVTnYnI,kernel device f,1,2022-03-10T10:52:41.484Z"
"BC51c38BQ2yDyGVTnYnI,kernel uhci_hcd f,1,2022-03-10T10:52:41.484Z"
"BS51c38BQ2yDyGVTnYnI,kernel uhci_hcd f,1,2022-03-10T10:52:41.485Z"
"Bi51c38BQ2yDyGVTnYnI,kernel SELinux initialized usbdevfs genfs_contexts,1,2022-03-10T10:52:41.485Z"
"By51c38BQ2yDyGVTnYnI,kernel SELinux initialized usbfs genfs_contexts,1,2022-03-10T10:52:41.485Z"
"CC51c38BQ2yDyGVTnYnI,kernel uhci_hcd f,1,2022-03-10T10:52:41.485Z"
"CS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Ci51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Cy51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"DC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"DS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Di51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Dy51c38BQ2yDyGVTnYnI,kernel hub,1,2022-03-10T10:52:41.485Z"
"EC51c38BQ2yDyGVTnYnI,kernel hub,1,2022-03-10T10:52:41.485Z"
"ES51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Ei51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Ey51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"FC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"FS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Fi51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Fy51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"GC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"GS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Gi51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Gy51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"HC51c38BQ2yDyGVTnYnI,kernel EXT FS journal,1,2022-03-10T10:52:41.485Z"
"HS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Hi51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Hy51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"IC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"IS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Ii51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Iy51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"JC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"JS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Ji51c38BQ2yDyGVTnYnI,kernel devicemapper,1,2022-03-10T10:52:41.485Z"
"Jy51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"KC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"KS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Ki51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Ky51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"LC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"LS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Li51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Ly51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"MC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"MS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Mi51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"My51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"NC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"NS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Ni51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Ny51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"OC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"OS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Oi51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"Oy51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"PC51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
"PS51c38BQ2yDyGVTnYnI,kernel audit,1,2022-03-10T10:52:41.485Z"
